"","word","type"
"975","상당한 지식과","positive"
"976","상대를 이기다","positive"
"977","상서로운","positive"
"978","상서로운 날","positive"
"979","상서롭다","positive"
"980","상승곡선","positive"
"981","상승세","positive"
"982","상승효과","positive"
"983","상큼하다","positive"
"984","상태를 유지함","positive"
"985","상하지 아니하고","positive"
"986","상향하다","positive"
"987","새로운","positive"
"988","새로운 길에","positive"
"989","새로워지다","positive"
"990","새롭게","positive"
"991","새롭게 고치다","positive"
"992","새실대다","positive"
"993","색감이 밝고","positive"
"994","색다른","positive"
"995","생각하고 그리워하다","positive"
"996","생각하고 그리워함","positive"
"997","생겨나다","positive"
"998","생글생글","positive"
"999","생글생글 웃으면서","positive"
"1000","생긋","positive"
"1001","생긋거리다","positive"
"1002","생긋대다","positive"
"1003","생긋방긋","positive"
"1004","생긋방긋거리다","positive"
"1005","생기 있게","positive"
"1006","생기 있고","positive"
"1007","생기 있는","positive"
"1008","생기가","positive"
"1009","생기가 있게","positive"
"1010","생기가 있고","positive"
"1011","생기가 있는","positive"
"1012","생기가 있다","positive"
"1013","생김새가 아담하고","positive"
"1014","생동감이","positive"
"1015","생생하게","positive"
"1016","생생하게 보이는","positive"
"1017","생생하고","positive"
"1018","생생하고 산뜻하게","positive"
"1019","생생하다","positive"
"1020","생생한","positive"
"1021","생생한 기운이","positive"
"1022","생생히","positive"
"1023","생활에 유용함을","positive"
"1024","생활이 넉넉하여","positive"
"1025","생활이 원만하고","positive"
"1026","서늘하다","positive"
"1027","서로 사귀며","positive"
"1028","서로 친하다","positive"
"1029","서로 협력함을","positive"
"1030","서로 화답하며","positive"
"1031","서정적인","positive"
"1032","선뜻 행동하는","positive"
"1033","선뜻 행동하다","positive"
"1034","선량하다","positive"
"1035","선량한","positive"
"1036","선명하게","positive"
"1037","선명하다","positive"
"1038","선명하다는","positive"
"1039","선명하다는 뜻으로","positive"
"1040","선명한","positive"
"1041","선선한","positive"
"1042","선선한 느낌이","positive"
"1043","선업을","positive"
"1044","선전하다","positive"
"1045","선진적인","positive"
"1046","설레거나","positive"
"1047","설레거나 움직이다","positive"
"1048","설레게","positive"
"1049","설레게 하는","positive"
"1050","설레게 하다","positive"
"1051","설레는","positive"
"1052","설레는 모양","positive"
"1053","설레다","positive"
"1054","설레어","positive"
"1055","설레이다","positive"
"1056","섬세하게","positive"
"1057","섬세하고","positive"
"1058","성과가","positive"
"1059","성과가 있을","positive"
"1060","성교","positive"
"1061","성교 하다","positive"
"1062","성숙되다","positive"
"1063","성숙하고","positive"
"1064","성숙하고 발전하다","positive"
"1065","성숙하다","positive"
"1066","성의가","positive"
"1067","성의를 보이거나","positive"
"1068","성장되거나","positive"
"1069","성장되거나 성숙되다","positive"
"1070","성장되거나 성숙하다","positive"
"1071","성적인 매력에","positive"
"1072","성질이 보드라우면서","positive"
"1073","성질이 부드러우면서","positive"
"1074","성질이 부드럽고","positive"
"1075","성하다","positive"
"1076","성해지다","positive"
"1077","세계를 동경하고","positive"
"1078","세계적인","positive"
"1079","세련미","positive"
"1080","세운 공로에","positive"
"1081","세일","positive"
"1082","세일하다","positive"
"1083","센셰이셔널","positive"
"1084","소득","positive"
"1085","소득이 있다","positive"
"1086","소망","positive"
"1087","소복하게","positive"
"1088","소질과","positive"
"1089","소탈하여","positive"
"1090","속을 후련하게","positive"
"1091","속죄","positive"
"1092","손보아 고치다","positive"
"1093","손으로 탐스럽게","positive"
"1094","솟아나는","positive"
"1095","솟아나는 모양","positive"
"1096","수고하는","positive"
"1097","수긍하다","positive"
"1098","수령에게 기쁨을","positive"
"1099","수수하다","positive"
"1100","수습하는","positive"
"1101","수습하는 모양","positive"
"1102","수습하다","positive"
"1103","수요가 늘어나다","positive"
"1104","수익","positive"
"1105","수익을","positive"
"1106","수준을 뛰어넘어","positive"
"1107","수준이 높고","positive"
"1108","수행의 공덕을","positive"
"1109","수혜","positive"
"1110","수혜자","positive"
"1111","숙련된","positive"
"1112","순결무구하다","positive"
"1113","순결한 사랑","positive"
"1114","순박하게","positive"
"1115","순서상으로 앞선","positive"
"1116","순수하게","positive"
"1117","순수하게 되게","positive"
"1118","순수하게 되다","positive"
"1119","순수하게 됨","positive"
"1120","순수하고","positive"
"1121","순수하다","positive"
"1122","순수한","positive"
"1123","순수한 애정이나","positive"
"1124","순수화","positive"
"1125","순수화하다","positive"
"1126","순순하다","positive"
"1127","순순히","positive"
"1128","순정파","positive"
"1129","순정하다","positive"
"1130","순종하는","positive"
"1131","순진하게","positive"
"1132","순탄하게","positive"
"1133","순탄하고","positive"
"1134","순탄하고 원활하여","positive"
"1135","순편하다","positive"
"1136","순편히","positive"
"1137","순하게","positive"
"1138","순하게 되다","positive"
"1139","순하다","positive"
"1140","순한","positive"
"1141","순한 모양","positive"
"1142","숨김없이","positive"
"1143","숨김없이 말하다","positive"
"1144","숨김이 없이","positive"
"1145","쉬면서","positive"
"1146","쉬워지다","positive"
"1147","쉴드","positive"
"1148","쉽게","positive"
"1149","쉽게 다루거나","positive"
"1150","쉽게 다스리거나","positive"
"1151","쉽게 풀이하다","positive"
"1152","스스럼없이","positive"
"1153","스스럼이 없다","positive"
"1154","스스로 굳게","positive"
"1155","스스로 나서다","positive"
"1156","스스로 새로워지다","positive"
"1157","스스로 처리하다","positive"
"1158","스스로에게 긍지를","positive"
"1159","슬쩍 웃다","positive"
"1160","시선이 혹하여","positive"
"1161","시원스럽게 빨리","positive"
"1162","시원스럽고 말쑥하다","positive"
"1163","시원하다","positive"
"1164","시원하여","positive"
"1165","시원하여 유쾌한","positive"
"1166","시원한","positive"
"1167","시원한 느낌이","positive"
"1168","식견","positive"
"1169","식견과 안목","positive"
"1170","식견이 높고","positive"
"1171","신기하다","positive"
"1172","신령스러운","positive"
"1173","신령스러운 기운이","positive"
"1174","신령하다","positive"
"1175","신령하여","positive"
"1176","신뢰","positive"
"1177","신뢰하다","positive"
"1178","신뢰할 수 있는","positive"
"1179","신뢰할 수 있음","positive"
"1180","신묘하게","positive"
"1181","신박하다","positive"
"1182","신선하다","positive"
"1183","신성한","positive"
"1184","신중","positive"
"1185","신중하다","positive"
"1186","신중한","positive"
"1187","신중한 언행이나","positive"
"1188","신중히","positive"
"1189","신컨","positive"
"1190","신통하다","positive"
"1191","실력을 기름","positive"
"1192","실속","positive"
"1193","실속이","positive"
"1194","실용적","positive"
"1195","실제로 이루다","positive"
"1196","실제로 이루어지다","positive"
"1197","실천적인","positive"
"1198","심오한","positive"
"1199","싱긋대다","positive"
"1200","ㅆ","positive"
"1201","싹싹한","positive"
"1202","싹싹한 데가","positive"
"1203","썸","positive"
"1204","쓰기 좋게","positive"
"1205","쓸 만하게","positive"
"1206","쓸모 있게","positive"
"1207","쓸모 있는","positive"
"1208","씩씩하게","positive"
"1209","씩씩하고","positive"
"1210","씩씩하다","positive"
"1211","씻어서 깨끗하게","positive"
"1212","ㅇㅅㅇ","positive"
"1213","ㅇㅈ","positive"
"1214","ㅇㅋ","positive"
"1215","ㅇㅎ","positive"
"1216","아기자기하거나","positive"
"1217","아기자기하거나 간드러진","positive"
"1218","아기자기하게","positive"
"1219","아기자기하게 즐겁고","positive"
"1220","아끼고","positive"
"1221","아끼다","positive"
"1222","아끼어","positive"
"1223","아끼어 친밀하게","positive"
"1224","아낌없이","positive"
"1225","아내를 아끼고","positive"
"1226","아늑한","positive"
"1227","아늑한 곳을","positive"
"1228","아는 것이 깊고","positive"
"1229","아는 벗","positive"
"1230","아는 힘","positive"
"1231","아니하고 들어맞다","positive"
"1232","아담하고","positive"
"1233","아담하고 깨끗한","positive"
"1234","아담하고 말끔하게","positive"
"1235","아담하고 말끔하다","positive"
"1236","아담하고 말끔한","positive"
"1237","아량을 베푸는","positive"
"1238","아름다움을 요구한다","positive"
"1239","아삭아삭한","positive"
"1240","아삭아삭한 모양","positive"
"1241","아삭하다","positive"
"1242","아쉬움 없이","positive"
"1243","아주 가깝게","positive"
"1244","아주 가깝다","positive"
"1245","아주 고요해짐","positive"
